id,class
23051,17
23052,8
23054,16
23055,8
23056,19
23057,10
23058,5
23061,6
23064,13
23067,15
23069,7
23071,6
23073,9
23078,20
23079,11
23080,16
23081,6
23082,4
23083,3
23084,3
23085,7
23089,4
23093,14
23094,1
23097,20
23099,14
23100,7
23103,10
23104,14
23105,3
23107,13
23108,8
23109,8
23110,2
23113,13
23115,8
23116,11
23117,9
23118,13
23119,16
23120,6
23121,19
23122,15
23123,6
23125,8
23128,5
23129,10
23130,15
23132,13
23137,20
23140,19
23141,10
23144,18
23145,17
23146,19
23147,2
23148,9
23149,3
23150,9
23151,3
23154,6
23155,17
23157,5
23160,16
23161,1
23162,14
23164,2
23165,13
23166,9
23170,5
23172,17
23173,18
23176,13
23179,6
23180,5
23181,4
23182,5
23183,3
23184,17
23185,2
23186,13
23188,1
23190,6
23191,3
23192,10
23193,13
23197,17
23200,13
23201,4
23202,5
23203,5
23205,9
23206,5
23207,9
23208,9
23210,10
23212,19
23213,3
23214,5
23215,8
23221,16
23223,16
23224,10
23226,15
23227,12
23229,11
23230,12
23232,18
23233,20
23236,16
23237,8
23238,1
23240,14
23241,19
23242,12
23243,17
23245,6
23248,11
23249,4
23250,5
23251,15
23252,10
23253,18
23254,5
23257,7
23258,11
23259,11
23260,4
23262,17
23263,1
23264,5
23267,9
23268,4
23269,7
23270,19
23271,4
23272,3
23273,9
23274,19
23275,14
23277,9
23278,5
23280,11
23281,12
23283,4
23284,15
23287,17
23288,18
23289,19
23290,18
23291,6
23293,15
23295,18
23296,17
23298,15
23299,17
23301,10
23303,15
23305,20
23308,12
23309,15
23310,20
23311,7
23313,11
23314,5
23316,13
23318,3
23320,6
23321,17
23324,2
23325,12
23326,6
23327,7
23328,7
23330,10
23332,15
23334,9
23335,14
23338,5
23340,8
23341,14
23343,15
23345,17
23346,18
23348,3
23351,4
23352,4
23353,2
23355,18
23356,13
23357,7
23358,5
23359,13
23360,4
23361,3
23365,19
23366,8
23368,10
23369,3
23370,3
23371,1
23373,4
23374,10
23376,7
23377,1
23378,19
23379,10
23380,11
23381,14
23383,1
23384,7
23385,19
23386,6
23387,1
23388,5
23390,8
23391,20
23392,4
23394,14
23395,12
23397,5
23398,6
23400,9
23402,1
23404,19
23405,15
23407,9
23408,18
23410,5
23411,18
23412,4
23413,12
23417,7
23419,2
23420,8
23421,14
23423,20
23425,1
23427,5
23428,7
23430,17
23431,14
23432,13
23433,13
23434,6
23435,8
23438,15
23439,6
23440,2
23441,20
23445,12
23447,7
23449,19
23450,1
23452,7
23453,19
23454,17
23455,13
23457,10
23458,13
23459,8
23460,15
23461,11
23463,20
23464,18
23466,17
23467,8
23469,6
23471,15
23472,17
23473,7
23474,7
23475,10
23478,9
23479,9
23480,2
23482,19
23483,7
23485,20
23486,16
23487,1
23488,13
23489,4
23490,5
23491,1
23493,3
23494,4
23495,13
23496,13
23498,8
23499,9
23500,13
23501,8
23502,10
23503,6
23504,11
23505,15
23506,10
23507,5
23509,5
23510,5
23511,5
23513,8
23517,15
23518,20
23519,20
23520,1
23521,7
23522,20
23523,2
23525,7
23527,7
23529,16
23531,11
23532,3
23534,19
23536,12
23537,16
23538,10
23539,11
23540,2
23541,2
23542,15
23543,9
23544,3
23547,6
23548,20
23549,7
23550,2
23551,5
23552,11
23556,17
23557,19
23558,17
23559,8
23561,19
23562,10
23564,15
23566,13
23567,9
23568,9
23571,19
23573,20
23574,17
23575,16
23576,6
23577,15
23578,5
23579,3
23580,14
23581,17
23582,9
23583,16
23586,13
23587,12
23589,5
23590,18
23592,9
23593,13
23595,3
23596,16
23597,4
23598,19
23599,18
23601,14
23602,5
23603,17
23604,7
23605,12
23606,10
23608,3
23609,4
23610,15
23611,4
23612,5
23614,3
23615,5
23616,10
23618,17
23619,15
23620,18
23624,19
23625,4
23632,18
23633,1
23634,2
23635,4
23638,16
23639,7
23641,10
23643,10
23644,9
23645,8
23647,7
23651,10
23654,13
23656,8
23658,8
23659,1
23660,3
23661,16
23662,15
23664,11
23666,5
23667,11
23668,19
23670,2
23671,18
23672,17
23675,1
23676,8
23677,16
23681,12
23682,8
23683,9
23684,1
23686,11
23688,16
23689,11
23690,7
23691,11
23692,3
23693,7
23694,7
23695,19
23698,19
23701,7
23705,9
23712,10
23714,20
23715,10
23716,5
23719,17
23720,19
23722,1
23723,4
23724,9
23725,8
23727,10
23728,3
23729,5
23730,20
23732,13
23733,11
23734,19
23735,16
23736,3
23737,1
23738,15
23740,10
23741,14
23742,5
23743,3
23747,16
23749,19
23751,14
23754,4
23755,9
23756,12
23757,2
23758,14
23760,12
23761,4
23763,15
23764,2
23766,19
23768,15
23769,9
23770,19
23772,15
23775,11
23777,18
23778,4
23780,18
23781,1
23784,14
23785,6
23786,14
23787,2
23788,12
23790,19
23791,7
23793,7
23794,19
23795,10
23796,16
23798,6
23799,15
23800,18
23801,12
23802,13
23803,6
23804,19
23805,15
23806,12
23807,9
23808,3
23811,1
23812,2
23814,18
23815,1
23816,6
23817,11
23818,8
23819,18
23820,12
23821,2
23822,3
23824,5
23827,4
23828,4
23832,8
23833,4
23835,8
23836,13
23838,8
23842,12
23845,1
23850,11
23852,2
23853,7
23854,6
23855,18
23856,4
23857,6
23861,19
23862,10
23863,13
23866,3
23867,3
23868,18
23869,6
23872,14
23873,13
23874,7
23877,10
23878,11
23879,2
23880,7
23881,6
23882,16
23883,5
23884,14
23885,13
23886,12
23887,13
23889,16
23894,12
23896,5
23897,7
23900,17
23902,10
23904,14
23905,2
23910,2
23912,16
23914,3
23918,6
23919,5
23921,4
23925,15
23926,13
23927,9
23928,20
23929,4
23930,17
23931,8
23932,5
23933,6
23936,3
23942,15
23943,3
23945,13
23947,7
23948,19
23950,3
23951,17
23953,6
23958,20
23959,18
23963,6
23965,17
23967,13
23968,8
23970,10
23972,17
23974,18
23975,7
23977,16
23978,1
23980,3
23981,7
23982,18
23985,18
23987,11
23988,5
23989,8
23990,4
23993,15
23994,20
23995,2
23996,3
23997,3
23999,18
